title,genre,mood,instruments,download_url
Generations Away,댄스 & 일렉트로닉,어둡게,"['Synth', 'Drums', 'Bass']",https://www.youtube.com/audiolibrary_download?vid=f28d5343c6a37d37
Bit Coin,힙합 & 랩,어둡게,"['Bass', 'Drums', 'Synth', 'Guitar']",https://www.youtube.com/audiolibrary_download?vid=5ae3f0dcbe5ea6c9
As long as you love me,힙합 & 랩,어둡게,"['Guitar', 'Drums', 'Bass', 'Samples', 'Vocals', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=03d0219acc154cb1
Yesterday,R&B 소울,어둡게,"['Drums', 'Acoustic Guitar', 'Bass', 'Samples', 'Synth', 'Vocals']",https://www.youtube.com/audiolibrary_download?vid=8de4cd68f392df17
221B Baker Street,R&B 소울,어둡게,"['drums', 'strings', 'electric guitar', 'bass', 'synth', 'horn']",https://www.youtube.com/audiolibrary_download?vid=f5fa4efd2ab6ab9c
Inescapable,영화음악,어둡게,"['drums', 'strings', 'synth']",https://www.youtube.com/audiolibrary_download?vid=e4135e92e4f9a561
Khreshchatyk,댄스 & 일렉트로닉,어둡게,"['drums', 'horn', 'synth', 'organ']",https://www.youtube.com/audiolibrary_download?vid=7c3572f7b25eb745
Darkness of My Sun,팝,어둡게,"['Drums', 'Bass', 'Keyboards']",https://www.youtube.com/audiolibrary_download?vid=cecd82aaa762e7ce
Ghost Chase Thriller,영화음악,어둡게,"['Synth', 'Drums', 'Bass', 'Organ']",https://www.youtube.com/audiolibrary_download?vid=42fb781491c3d1d9
Easy Trip Trap,힙합 & 랩,어둡게,"['horn', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=6bc7656fa45b50de
Introspective Spacewalk,영화음악,어둡게,"['Synth', 'Strings']",https://www.youtube.com/audiolibrary_download?vid=8dffe178d83a8e40
No Work,댄스 & 일렉트로닉,어둡게,"['synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=c205d3a9fcf56308
Truckee,힙합 & 랩,어둡게,"['Samples', 'Bass', 'Synth', 'Drums', 'Guitar']",https://www.youtube.com/audiolibrary_download?vid=f7c28e7debb53c33
Magical Dirt,영화음악,어둡게,"['Piano', 'Synth', 'Drums', 'Organ', 'Bass']",https://www.youtube.com/audiolibrary_download?vid=b433379770c4af81
The Machine Assembly,락,어둡게,"['Bass', 'Drums', 'Cello']",https://www.youtube.com/audiolibrary_download?vid=11cb669efbc778fe
Gaia in Fog,영화음악,어둡게,"['strings', 'synth']",https://www.youtube.com/audiolibrary_download?vid=b4303c171a327531
The New Order,영화음악,어둡게,"['Strings', 'Horn', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=047120720541243e
Lights Out,댄스 & 일렉트로닉,어둡게,"['bass', 'synthesizers', 'drum macnines']",https://www.youtube.com/audiolibrary_download?vid=6e0bf82627d38052
Bird Road,댄스 & 일렉트로닉,어둡게,"['808 Drums', 'Analog Synth Bass']",https://www.youtube.com/audiolibrary_download?vid=bd13d93432bf0c36
Gangsta Choir Descends,영화음악,어둡게,"['sound design', 'Male choir', 'drums', 'bass', 'human shouts', 'female choir', 'synthesizer']",https://www.youtube.com/audiolibrary_download?vid=c2e2e61e4b0e4f52
Space Difficulties,영화음악,어둡게,['Strings'],https://www.youtube.com/audiolibrary_download?vid=ea1f9348fb4169d1
Dark Toys,영화음악,어둡게,"['Bass', 'Drums', 'Strings', 'Synth', 'Piano']",https://www.youtube.com/audiolibrary_download?vid=466a573c9c6c27ea
Beyond the Lows,잔잔한 음악,어둡게,"['Drums', 'Bass']",https://www.youtube.com/audiolibrary_download?vid=46c0b4dcfa487167
Black Moons,팝,어둡게,"['Guitar', 'Drums', 'Bass', 'Keyboards']",https://www.youtube.com/audiolibrary_download?vid=83477ab1cdd1c116
Leoforos Alexandras,잔잔한 음악,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=ebed3852b8904d9d
Waltz To Death,영화음악,어둡게,"['Drums', 'Strings', 'Synth', 'Piano']",https://www.youtube.com/audiolibrary_download?vid=a23d8b6b6ae11447
Trap Unboxing,댄스 & 일렉트로닉,어둡게,"['strings', 'drum machine', 'bass', 'synthesizers', 'sound effects']",https://www.youtube.com/audiolibrary_download?vid=955ebe52f5bc6d79
Blue Whale,얼터너티브 & 펑크,어둡게,[],https://www.youtube.com/audiolibrary_download?vid=36a6effdd49e309d
Weirding Way,영화음악,어둡게,"['Synth', 'Drums', 'Organ']",https://www.youtube.com/audiolibrary_download?vid=2619214d001d3ae3
Total Totality,팝,어둡게,"['Keyboards', 'Bass', 'Drums', 'Guitar']",https://www.youtube.com/audiolibrary_download?vid=03020e89a14e2877
Luna's Soul,팝,어둡게,"['Bass', 'Keyboards', 'Drums', 'Guitar']",https://www.youtube.com/audiolibrary_download?vid=89cd564f7f191279
The Deal is Going Down,힙합 & 랩,어둡게,"['drum machine', 'piano', 'muted trumpet', 'bass', 'synthesizers', 'drums']",https://www.youtube.com/audiolibrary_download?vid=d77f727bbddc5828
Subtle Betrayal,영화음악,어둡게,"['Bass', 'Strings', 'Synth', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=93c40ccebc663fbd
King's Men,영화음악,어둡게,"['strings', 'horns', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=f2a2bd7150516358
Underpass,영화음악,어둡게,"['drums', 'percussion', 'brass', 'synthesizers', 'electric guitar', 'bass']",https://www.youtube.com/audiolibrary_download?vid=37d175c2f36dec4c
The Dismal Hand,락,어둡게,"['Drums', 'Bass', 'Electric Guitar', 'Harmonica']",https://www.youtube.com/audiolibrary_download?vid=4b0ae6375a82e959
Stealer,댄스 & 일렉트로닉,어둡게,"['Modular synthesizer', 'Drums', 'Strings']",https://www.youtube.com/audiolibrary_download?vid=a4c313caa07e2389
Scarab,댄스 & 일렉트로닉,어둡게,"['drums', 'synths']",https://www.youtube.com/audiolibrary_download?vid=6b5a2c6472ba2cb5
Northern Lights,영화음악,어둡게,"['piano', 'electric guitar', 'Acoustic guitar']",https://www.youtube.com/audiolibrary_download?vid=b94241287c7d6424
Walkout,힙합 & 랩,어둡게,"['drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=49b3f19d2caf1c02
Gravel Road,팝,어둡게,"['Bass', 'Guitar', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=c0ea5403e1c7df04
Fioj,팝,어둡게,"['Bass', 'Drums', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=dbbf500dd49bb3e9
Spookster,힙합 & 랩,어둡게,"['Synth', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=0bffb1e2877fec2c
Hit Me On My Way,힙합 & 랩,어둡게,"['Drums', 'Synth', 'Bass']",https://www.youtube.com/audiolibrary_download?vid=14a90fb7fe9c7172
On Transience,댄스 & 일렉트로닉,어둡게,"['Synth', 'Drum Machine']",https://www.youtube.com/audiolibrary_download?vid=361a74a7d0deace5
Shibuya,댄스 & 일렉트로닉,어둡게,"['synth', 'drums', 'strings', 'bass']",https://www.youtube.com/audiolibrary_download?vid=bf4634fcab6e0d97
Long Life,힙합 & 랩,어둡게,"['Bass', 'Synth', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=20ed8d45b3c41c1f
Born Again,힙합 & 랩,어둡게,"['Drums', 'Bass', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=a728de2dc765a0ca
Sizzle,힙합 & 랩,어둡게,"['Synths', 'Strings', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=ca892c5dc612c24c
Rollin,팝,어둡게,"['Piano', 'Bass', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=a896c00a7203810c
Traz,힙합 & 랩,어둡게,"['Synth', 'Guitar', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=839178cf214c9960
Kill It,힙합 & 랩,어둡게,"['Drums', 'Synth', 'Piano', 'Bass']",https://www.youtube.com/audiolibrary_download?vid=ce307a58574b67f9
Autumn,힙합 & 랩,어둡게,"['Bass', 'Synths', 'Strings', 'Drums', 'Horns']",https://www.youtube.com/audiolibrary_download?vid=6a34d5966ba706fa
Tweaky Hastings,힙합 & 랩,어둡게,"['Synths', 'Bass', 'Drums', 'Guitar']",https://www.youtube.com/audiolibrary_download?vid=366a001f581bf79b
Flaming Mansions,힙합 & 랩,어둡게,"['Drums', 'Bass', 'Organ', 'Piano', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=898d56c3fad01dcc
Spine Chilling Cardiac Tension,영화음악,어둡게,"['Strings', 'Horns', 'Synth', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=4cbb5f98248a6bf6
Lookahead,힙합 & 랩,어둡게,"['Drums', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=c3cecdb8a26d7406
Gallato,힙합 & 랩,어둡게,"['Drums', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=816fe59cfd420a4d
Is This Love,댄스 & 일렉트로닉,어둡게,"['bass', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=8a92f44f65138d72
Neptune,팝,어둡게,"['Piano', 'Guitar', 'Drums', 'Bass', 'strings']",https://www.youtube.com/audiolibrary_download?vid=8b4a309e80fa16df
Ocean Beach,컨트리 & 포크,어둡게,"['Percussion', 'Weissenborn', 'Acoustic Guitar']",https://www.youtube.com/audiolibrary_download?vid=aaa1057daf330727
Monroe,힙합 & 랩,어둡게,"['Drums', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=842ca833cfb03c79
Reckless Shred,락,어둡게,"['Drums', 'Electric Guitar', 'Bass']",https://www.youtube.com/audiolibrary_download?vid=5a42aa8b33917180
Sombrero,댄스 & 일렉트로닉,어둡게,"['synth', 'drums', 'bass']",https://www.youtube.com/audiolibrary_download?vid=239c69f09c051753
The Night Before,힙합 & 랩,어둡게,"['Strings', 'Organ', 'Bass', 'Synth', 'Drums']",https://www.youtube.com/audiolibrary_download?vid=6c94f745ba64013a
Jam,힙합 & 랩,어둡게,"['Drums', 'Bass', 'Piano', 'Synth']",https://www.youtube.com/audiolibrary_download?vid=28905dd2f9f93e0a
Lose Yourself,힙합 & 랩,어둡게,"['synth', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=5ee3c9c655a90108
Far Cry,힙합 & 랩,어둡게,"['synth', 'drums', 'bass', 'bells', 'mallets', '808']",https://www.youtube.com/audiolibrary_download?vid=99d688e34c353e26
Jungle Mission,힙합 & 랩,어둡게,"['808', 'flute', 'drums', 'percussion', 'synth', 'bass']",https://www.youtube.com/audiolibrary_download?vid=a76453019767a212
Sweeney,힙합 & 랩,어둡게,"['808', 'bass', 'percussion', 'drums', 'whistle', 'synth']",https://www.youtube.com/audiolibrary_download?vid=7850e62c090ed0e0
Triforce,힙합 & 랩,어둡게,"['808', 'drums', 'synth', 'bass', 'bells']",https://www.youtube.com/audiolibrary_download?vid=8814dbf48f93b222
Loneliest Road in America (US 50),재즈 및 블루스,어둡게,"['percussion', 'organ', 'electric guitar', 'drums', 'bass']",https://www.youtube.com/audiolibrary_download?vid=d02070f8ae95fc0c
Horror House,영화음악,어둡게,"['synth', 'woodwinds', 'percussion', 'strings']",https://www.youtube.com/audiolibrary_download?vid=2c21278ac9ca5667
Spooky SZN,힙합 & 랩,어둡게,"['bass', 'drums', 'synth', '808']",https://www.youtube.com/audiolibrary_download?vid=1f84d8513a105018
Databytez,댄스 & 일렉트로닉,어둡게,"['electric guitar', 'organ', 'bass', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=9c176d1ae2e30fe4
Open The Box,댄스 & 일렉트로닉,어둡게,"['drums', 'synth', 'bass']",https://www.youtube.com/audiolibrary_download?vid=b69db8aa3b89a3fb
Jetsons,힙합 & 랩,어둡게,"['synth', '808', 'flute', 'drums', 'bass']",https://www.youtube.com/audiolibrary_download?vid=05a17e6bb926de7f
Stockz Studio,힙합 & 랩,어둡게,"['drums', 'bass', 'synth']",https://www.youtube.com/audiolibrary_download?vid=8643f5e1c768cfa6
Dance of the U-boat,영화음악,어둡게,"['strings', 'choir', 'piano', 'drums']",https://www.youtube.com/audiolibrary_download?vid=681ffb3d7a1e7d6a
Doom is Mood Backwards,락,어둡게,"['bass', 'drums', 'mellotron', 'keys', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=5c0db2332f11aed3
Lurks,댄스 & 일렉트로닉,어둡게,"['percussion', 'synth', 'drums', 'bass', 'vocal chops']",https://www.youtube.com/audiolibrary_download?vid=f72ea8ca5ab4f0b6
Gold Bug Island,컨트리 & 포크,어둡게,"['acoustic guitar', 'synth', 'drums', 'bass', 'electric guitar', 'keys', 'piano']",https://www.youtube.com/audiolibrary_download?vid=3c2605f4c11991be
Game Over,영화음악,어둡게,"['synth', 'drums', 'electric guitar', 'bass']",https://www.youtube.com/audiolibrary_download?vid=25831b33e4327a8e
Self Portrait,힙합 & 랩,어둡게,"['synth', '808', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=5e7f228fbceb0eb1
Erase Me,힙합 & 랩,어둡게,"['keys', 'drums', '808', 'synth', 'bass']",https://www.youtube.com/audiolibrary_download?vid=7f324980709aa224
Hitchcockian,영화음악,어둡게,['strings'],https://www.youtube.com/audiolibrary_download?vid=8ecb088f32a69c6c
Palmetto Moon,컨트리 & 포크,어둡게,"['drums', 'acoustic guitar', 'synth', 'keys', 'bass', 'piano', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=97dc78f94b737b6e
Zombie March,영화음악,어둡게,['strings'],https://www.youtube.com/audiolibrary_download?vid=b9da1708abab0196
Devildog,댄스 & 일렉트로닉,어둡게,"['drums', 'synth', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=bac1d277f03f28e9
Clocks on Strike,힙합 & 랩,어둡게,"['electric guitar', 'percussion', 'bass', 'drums', 'acoustic guitar', 'synth']",https://www.youtube.com/audiolibrary_download?vid=0bbf097e408e1433
Addicted,영화음악,어둡게,"['synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=1b06e0ac6922ac3b
Ma Jolie,힙합 & 랩,어둡게,"['drums', 'bass', '808', 'synth']",https://www.youtube.com/audiolibrary_download?vid=b3e31adedfbd31bd
Revolutionary,힙합 & 랩,어둡게,"['drums', '808', 'bass', 'vocal chops', 'piano', 'synth']",https://www.youtube.com/audiolibrary_download?vid=a08b075890493057
Scanner,댄스 & 일렉트로닉,어둡게,"['synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=8a4f2f3db14baeb0
Ritual Cathedral,영화음악,어둡게,"['drums', 'organ', 'strings']",https://www.youtube.com/audiolibrary_download?vid=050a51fe858c9936
Ego Push,힙합 & 랩,어둡게,"['percussion', 'electric guitar', 'bass', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=f4847093c0c1786f
Dark Thoughts,힙합 & 랩,어둡게,"['electric guitar', 'bass', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=a42db776175ffe1f
Gothic Vigilante,영화음악,어둡게,"['synth', 'drums', 'strings']",https://www.youtube.com/audiolibrary_download?vid=2e11cc8f21513919
Observer,댄스 & 일렉트로닉,어둡게,"['percussion', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=707a38f7f2b5a706
Monster At The Door,영화음악,어둡게,"['strings', 'synth', 'piano']",https://www.youtube.com/audiolibrary_download?vid=269dd45e9ed80944
Vaculator Blues,재즈 및 블루스,어둡게,"['electric guitar', 'acoustic guitar', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=287edec1453d50fe
Contact,힙합 & 랩,어둡게,"['bass', 'vocal chops', '808', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=edeb220336a12ff0
Pablo,영화음악,어둡게,"['percussion', 'autoharp', 'bass', 'acoustic guitar']",https://www.youtube.com/audiolibrary_download?vid=4e9c1c9fc0c7bb39
Virtual Light,댄스 & 일렉트로닉,어둡게,"['synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=268a14e90e765dac
Curb Stomp,힙합 & 랩,어둡게,"['keys', 'drums', 'synth', 'bass', '808', 'electric piano', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=7875d1af458e3821
Keep On Ridin',영화음악,어둡게,"['strings', 'piano']",https://www.youtube.com/audiolibrary_download?vid=4bdbdc1b0a1ea6b5
A Saint,힙합 & 랩,어둡게,"['bass', 'drums', 'synth', 'keys', '808']",https://www.youtube.com/audiolibrary_download?vid=f0b16209fc413128
Lurking Shadows,영화음악,어둡게,['piano'],https://www.youtube.com/audiolibrary_download?vid=a7030d754d1e58ff
Boy With A Pipe,힙합 & 랩,어둡게,"['bass', 'synth', 'drums', '808']",https://www.youtube.com/audiolibrary_download?vid=8ae8d203f2a28ed2
Second Chance,힙합 & 랩,어둡게,"['drums', 'electric piano', 'bass', 'keys', '808', 'electric guitar', 'synth']",https://www.youtube.com/audiolibrary_download?vid=fc28becbd0a0bfc4
Bent,댄스 & 일렉트로닉,어둡게,"['drum machine', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=8bd5703c9dcf4239
David's Dream,댄스 & 일렉트로닉,어둡게,"['electric guitar', 'synth', 'drums', 'bass', 'percussion']",https://www.youtube.com/audiolibrary_download?vid=cd2bde13ae952de6
"35,000 Feet",락,어둡게,"['electric guitar', 'drums', 'bass']",https://www.youtube.com/audiolibrary_download?vid=312ff3d6cebaf58c
A Chase,댄스 & 일렉트로닉,어둡게,"['synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=e3fb2f544ed06218
Midnight Action,힙합 & 랩,어둡게,"['keys', 'bass', '808', 'drums', 'synth', 'piano', 'electric piano']",https://www.youtube.com/audiolibrary_download?vid=f29159389645bdcf
Marockatoo,락,어둡게,"['electric guitar', 'keys', 'bass', 'drums', 'organ', 'melodica']",https://www.youtube.com/audiolibrary_download?vid=17e14de50fa9ef78
Trap Picasso,힙합 & 랩,어둡게,"['bass', 'drums', '808', 'synth']",https://www.youtube.com/audiolibrary_download?vid=f70b9369b864911a
Orange Foot,팝,어둡게,"['bass', 'drums', 'piano', 'synth', 'acoustic guitar']",https://www.youtube.com/audiolibrary_download?vid=e1f3c33a77133770
Where The Trap Is,힙합 & 랩,어둡게,"['synth', '808', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=61b11e3145d9b819
Serious,영화음악,어둡게,"['bass', 'synth', '808', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=2e6935dc3f773fd0
Y Files,댄스 & 일렉트로닉,어둡게,"['bass', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=f46f035db51fce50
Tropic,댄스 & 일렉트로닉,어둡게,"['bass', 'drums', 'percussion', 'synth']",https://www.youtube.com/audiolibrary_download?vid=85a6729dde0026ea
Chosen One,힙합 & 랩,어둡게,"['drums', 'synth', 'bass', '808']",https://www.youtube.com/audiolibrary_download?vid=fd7e4766fb6a2e4e
The New Darker You,영화음악,어둡게,"['percussion', 'synth', 'drums', 'bass', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=efee4a147354b881
Black Coins,락,어둡게,"['bass', 'drums', 'percussion', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=661f172ff0364ed7
Down,영화음악,어둡게,"['drums', 'electric piano', 'strings', 'synth', 'bass', 'keys']",https://www.youtube.com/audiolibrary_download?vid=1b0c9ae72271111f
For We Are Many,영화음악,어둡게,"['synth', 'piano', 'bass']",https://www.youtube.com/audiolibrary_download?vid=6ec6349e66c98a87
Miles to Go,영화음악,어둡게,"['strings', 'electric guitar', 'accordion', 'piano', 'synth']",https://www.youtube.com/audiolibrary_download?vid=2bc67b495625e082
Zoinks Scoob,댄스 & 일렉트로닉,어둡게,"['bass', 'electric guitar', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=ed1a2437041e4c08
Klondike,힙합 & 랩,어둡게,"['synth', 'drums', 'bass', '808']",https://www.youtube.com/audiolibrary_download?vid=b7ac056036264d19
Gradient,힙합 & 랩,어둡게,"['synth', '808', 'drums', 'bass']",https://www.youtube.com/audiolibrary_download?vid=5516eceae273aabc
Crimson,잔잔한 음악,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=f3bbf14ac2307f1a
Azure,댄스 & 일렉트로닉,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=75d9090b32282fe5
The Devil's Piano,힙합 & 랩,어둡게,"['drums', 'bass', '808', 'piano', 'synth']",https://www.youtube.com/audiolibrary_download?vid=bd50fa4f14047e45
Devoid,영화음악,어둡게,"['piano', 'bass', 'synth']",https://www.youtube.com/audiolibrary_download?vid=2cc5674a983988ee
Dark Zephyr,힙합 & 랩,어둡게,"['bass', '808', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=5dd775ff2b416fff
Surrender,클래식,어둡게,"['electric piano', 'strings', 'piano', 'keys']",https://www.youtube.com/audiolibrary_download?vid=43f572e5b509b380
Crystal Towers of the Moon,재즈 및 블루스,어둡게,"['drums', 'electric guitar', 'acoustic guitar', 'bass', 'piano']",https://www.youtube.com/audiolibrary_download?vid=a478402b69e365ba
A Fever,댄스 & 일렉트로닉,어둡게,"['drum machine', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=9bc160b78dda552b
Imagine A New Darker You,영화음악,어둡게,"['synth', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=a5acdf55a323cfab
The Symmetry of Sleeplessness,댄스 & 일렉트로닉,어둡게,"['synth', 'celeste', 'bass', 'shaker']",https://www.youtube.com/audiolibrary_download?vid=ff15ba98a52b0f14
The Void,댄스 & 일렉트로닉,어둡게,"['synth', 'drums', 'bass']",https://www.youtube.com/audiolibrary_download?vid=c6749c65171eef0d
Just Us League,힙합 & 랩,어둡게,"['piano', 'synth', 'horns', 'brass', 'bass', 'drums', 'bells', 'mallets', 'strings']",https://www.youtube.com/audiolibrary_download?vid=1901461cb2af675e
Torture,잔잔한 음악,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=7caa183b14503ee4
Bed Bugs,영화음악,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=5e4ca9dfc434c5fe
Searching For You,댄스 & 일렉트로닉,어둡게,"['synth', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=b349175397c1093d
Joker's Lair,영화음악,어둡게,"['strings', 'violin', 'cello', 'percussion']",https://www.youtube.com/audiolibrary_download?vid=808cd2d5af760eaa
Midnight Prophet,힙합 & 랩,어둡게,"['synth', 'drums', 'bass', '808']",https://www.youtube.com/audiolibrary_download?vid=a7b2dfb1dcad219e
